更新时间,#genre#
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8
CCTV2,http://111.227.196.164:9901/tsfile/live/faacts/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://183.215.134.239:19901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://222.134.245.16:9901/tsfile/live/0002_1.m3u8
CCTV2,http://111.162.205.19:8686/rtp/225.1.1.133:5002
CCTV2,https://iptv.mydiver.eu.org/live/encrypted/NjlmZTU1ZjI1MTcyNjFkZTA5MzJjZjViMjYzMzliNWI6ZjVkYTBiMzA3NzcxOTk4ODZiMTZmYzViMmVkMzQyMjA5MjkyYzEwMTAzMjQxN2QzNjBlYWFjODEzZGZmNTg0YmY4ZGQ4Y2YzNTY2NTQ2OWVlZGYwNmI3NjI5MjA4NTI2ODllYmM2Mzg0MDA2YjFmNzEwNzY1MDQ2MzM5MGY0MTE0MDkyYWNlZTg4MTJkNTU2ZTRjZDNhZGMzODI2ZWZjYWVmNWI4ZGZjNTBiODY0OTA3Y2ExNmQxZDhkMzRmYTcwZTQ4MTBiMDQ3MGFlNDc5ODYwNWYzOWNkOGI0NTBjZGZkYzJhZjhlMjZlMjEzODc2NzQ3NzE4ODNhYjVlODRhZTJhNmUyZDBhMjVjOWNiOTc1MWZkZTQ3MmJmNzE5YzQ5NmYwZDEyZjY5YjVmNmFjYmRiMmYxMTJlODM0ZTVlZjY0ODhiOTY3Y2VhNjI2MGNmY2Y5MjE5MjcyNDFmN2JjOTU4YzM4NDRhYjU1ODJjOTlmMWZhMDgzNDEwMzYxZWQ2?username=tg_at1uqlok
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=7971&tk=b53028476470
CCTV2,http://202.107.163.166:5555/udp/238.125.5.20:5140
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=11ecfe0a296dcd532df72244565e20008b5a2e6936c05e73d9c90abe54b5bbffc942f2912e3fdd518714c4a7ad984beed028d07db3d49b8d1e21c54686ebfa8546f79a57d969866753cca722cc
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=8a73f9dbcc6da55c0bb099a7d335fcdb754c606cf8a5e21cb3b84173052074a311761bfb95b1cf7185e4db2b24a0b5d21a4807e6b6bf8c462395f81b3895c1026a645db32431ff0cf541e1991f
CCTV2,http://111.43.126.240:9003/hls/14/index.m3u8
CCTV2,http://qjrhc.jydjd.top:2911/udp/224.1.100.93:11111
CCTV2,http://www.li0580.top:4022/udp/233.50.201.2:5140
CCTV2,http://www.li0580.top:4022/udp/233.50.200.25:5140
CCTV2,http://113.57.111.4:1111/tsfile/live/1001_1.m3u8
CCTV2,http://111.14.181.15:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=3817ca50a762ff83bc8d334da331289af793521d8bb2de106288e3c7bfbd4f400da7b7a0d45e8e5f3908edbe997bc97435737ae08ccac404064b7de1ad9dd844f73147aa85407e91748754eaff
CCTV2,https://stream1.freetv.fun/56b3862915fdf5bcf640fee36fc169e6e6e9ca9a44663406cc3ec70d5f278145.m3u8
CCTV2,http://fxgm.fxjf.work:19901/tsfile/live/0002_1.m3u8
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=238417e78263f85047b232a16f4c1ffb5ffd1b15634ab4b2cd6db01aa23635473bcc819f5117896e8c390c4d26ce6e515c32d787d18f81f6d8434ea92a954703e681dfc6d324346418e49c5d6c
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=6c76ed4394c8c43f88aac34dab811cbf99f0534dd0deb2fa6a2515925b7e3485de13876836fa6823e42f5c7304cfe44911416d7ad0312b8fbf012adfe4f735fd37abdd31a3b3e6f645512cd090
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=21b0b254331386fd2e873c577c7a8183378b91f40be551a3c69f5f9162df2a2c63af3d67e9aed59e88a144542b673d3f4a4ca4f2f34225db354a0bf5d26a021b0ce510d7c802082a0f69765c6d
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8
CCTV2,https://iptv.mydiver.eu.org/live/encrypted/MTliNmVhYTM4ZjY5YWVmODhmODIyNzZmYzkwZDQxOGY6NTM2ZTE2NTQ3ZTE0NDY4ZmYyYTMyNDIzNzBhNTFhZmEwZGEyZWRkOWViZjBhNmI5NjEzYWQxZTE4ZmFlMzI0OTk4NDdhNzUyNWMyMjAyMDk4ZmM2ZmI5NmQ1NjE3Mzc0MmMxM2NmM2Y3ZDBmN2FiN2ZhYTY0ZTFkMjFlMzAyYTZkMDUyZjkzMDhmOTU4ZmM4YTZlMmJhZWQwYTVhZmZkZjRhZjVhYzJiYTEyOGEwNTliOTQ0NzhlN2ZhMzQ2MmFlZjM3MDZmYTEyODNiMThlNTQ0MmQ4ZDI0OTY3MDJiZGYwNTI3MDNhZTkyNTY0ZTM2MDgxMzE5ODVkMjZjN2M1ZGZlNzhmODIzNzg0YWE2NjdjMWRkOGFmN2U2MmVhMDc2NTg3MGIyNmUzZmU5Y2VmNjc5ZjZmN2QyMmE3ZjFmNWIyZTk0NmZkYmM4YTFjOTljYTA0Mjg2YTdlMWY2ZTFjNjJiOTg3OTFhZTU5MWIwZjQ4Mzc2ZTc1YTgzZDM0ZGY0MWYxNmQyYjc3YmE5ZDg1YTE5MzJmMDdjNGEwZWQ3OTgxZmUxYjExYmViYzE1YzA2MGYwZjY3NjBjMGM4ODk3ZDhhOTUwM2Y3N2JiZjBjNmExZTMyM2M0NGUwOTI3ZThkNjVmNjllMWU0ZTliMzM0ZDk4NDdlNWFiZDViMjJjMjAwNTY2NmRjNmY5NWIzYmQ2MjIzYmE5MzA5YjRmMTA3MA?username=tg_at1uqlok
CCTV2,http://sh.lnott.top:880/dx02.m3u8
CCTV2,http://116.128.242.83:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://39.164.160.249:9901/tsfile/live/0002_1.m3u8
CCTV2,http://www.cdnstv.com:6398/hls/2/index.m3u8
CCTV2,http://qjrhc.jydjd.top:2911/udp/224.1.100.94:11111
CCTV2,http://223.167.230.154:4022/rtp/239.45.3.208:5140
CCTV2,http://120.238.94.10:9901/tsfile/live/1019_1.m3u8
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=9bacb748dc772b1cfcddf6e6373e3319c6d82105f221862932e3b30a6dc4843c93ace2108ab1d598c2d89ef8eb4225888737ce5895be20612ea7753d025151b9a913bd6fc98ff7666da5979f1d
CCTV2,http://112.46.85.60:8009/hls/502/index.m3u8
CCTV2,http://fm1077.serv00.net/Smart.php?id=cctv2
CCTV2,http://www.freetv.top/migu/631780532.m3u8?migutoken=d69d5e5f850768f4609f5e7c6f63984da2c614f71e21226d8dea3a6e40d20f871ca2d383cd042bac96e3e8178933a15192f0ffaef2e700eb95de835faecc0bb802bd0c50099bf3d1abe4ea5174
CCTV2,http://113.15.109.216:59901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://123.145.18.228:8005/udp/225.0.4.132:7980
CCTV2,http://ygbh.site/php/bfgd.php?id=061
CCTV2,http://go.bkpcp.top/mg/cctv2
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=317722ab220ea7aa14f0f18816b423a2ce5181a72d8b1f02e4aba95d7d7707dc123fcbb113b41a2406a823e2a738dbdbfb23c22ccfe936e40e63d389ab3f0f2e4ae3f3ec3e46f3d2f021b3c7b5
CCTV2,http://61.159.135.166:4022/rtp/238.255.2.11:5999
CCTV2,http://z.b.bkpcp.top/m.php?id=cctv2
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=2025091900004584274363ed304931883cc70a2be92d94&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20250919000045&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=106.13.250.88&SecurityKey=20250919000045&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.9.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=cec37c1e6aead946f200345bf0fb5d81&ddCalcu=1c8eedc1531b70fc01feb65a4e3a0d0924f6
CCTV2,http://t.061899.xyz/tl/tl.php?id=cctv2
CCTV2,http://175.164.140.99:4010/rtp/232.0.0.135:1234
CCTV2,http://74.48.192.96:82/live.php?id=CCTV2
CCTV2,http://223.167.230.129:4022/rtp/239.45.3.208:5140
CCTV2,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/600/index.m3u8?msisdn=20251213000217a9b31eb4dc3d42a48dd4486b90063071&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20251213000217&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.28.233.106&SecurityKey=20251213000217&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.12.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=932722ea622c90ed43af5a51411f6938&sv=10004&ct=android
CCTV2,https://migu.188766.xyz/?migutoken=37c5f74a009a80ecc09a002fff86821f&id=CCTV2&type=yy
CCTV2,http://genglei.8866.org:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv2hd/600/index.m3u8?msisdn=2025121304022919befbd57c2245be84fbe3e81190496f&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20251213040229&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.28.233.106&SecurityKey=20251213040229&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.12.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=51e2ffdc4485aeef7d85e6845da28f59&sv=10004&ct=android
CCTV2,rtsp://183.59.156.166/PLTV/88888905/224/3221227634/10000100000000060000000004662503_0.smil?accountinfo=%7E%7EV2.0%7E6NMW3qd5UyVEDnNzKvy3oA%7EhSGJ31RdTB7C7uamG-_atCzhSeblvwlN_YF4dxAbXcQCWKhP7OGw8GsUngBQt_X-EgMyxVK1tU-huDZjJhCnrWuXcKiSsRe8UR0wr_hA1eM%3A20250928111912%2CEND&GuardEncType=2
CCTV2,rtsp://183.59.156.166/PLTV/88888905/224/3221227634/10000100000000060000000004662503_0.smil?rrsip=125.88.70.140
CCTV2,http://220.176.218.76:9000/udp/239.252.220.183:5140
CCTV2,http://180.111.172.151:10001/udp/239.49.8.50:9802
CCTV2,http://uo202.1985001.xyz:66/udp/239.93.1.23:6000
CCTV2,http://113.101.245.153:9988/udp/239.253.43.17:5146
CCTV2,http://113.101.245.153:9988/udp/239.77.0.137:5146
CCTV2,http://113.101.245.153:9988/udp/239.77.1.158:5146
CCTV2,http://180.157.233.114:4022/udp/239.45.1.109:5140
CCTV2,http://bigy.timwin.top:5400/udp/239.3.1.60:8084
CCTV2,http://221.198.203.96:8888/udp/225.1.1.133:5002
CCTV2,http://219.141.45.62:8188/udp/238.255.2.11:5999
CCTV2,http://218.23.195.110:4022/udp/238.1.78.235:7752
CCTV2,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8?
CCTV2,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226371/1.m3u8?
CCTV2,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226472/1.m3u8?
CCTV2,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226893/1.m3u8?
CCTV2,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226950/1.m3u8?
CCTV2,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226990/1.m3u8?
CCTV2,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226230/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EcnoJZd_sZxCC6bZYZh4R6g%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CCTV2,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226122/1.m3u8
CCTV2,http://cx.li13313000882.cn:24280/hls/2/index.m3u8
CCTV2,http://tpc.x3322.net:9901/tsfile/live/0002_1.m3u8
CCTV2,http://61.184.46.85:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://play.kankanlive.com/live/1698234898628961.m3u8
CCTV2,http://36.135.118.195:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://api.kkitv.itv888.cn:8080/hls/4nlkhc68gfu/index.m3u8
CCTV2,http://112.46.105.20:8009/hls/502/index.m3u8
CCTV2,http://112.132.10.54:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,https://migu.188766.xyz/?migutoken=9c91a1a962b36bbfd5f3ae35a32765a3&id=CCTV2&type=yy
CCTV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226371/1.m3u8
CCTV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226457/1.m3u8
CCTV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226472/1.m3u8
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=20251125100053a03bdc01fc5947c9a1b403e8185bb6a3&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20251125100053&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=106.13.250.88&SecurityKey=20251125100053&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=90bc5c9683ae9a6b295a5502d80f15d5&ddCalcu=59d0e5b21c1f500c89d628035a5ea95a962b
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/600/index.m3u8?msisdn=202512120802057b2a45e1a5b845bcad1e6259026bebcc&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20251212080205&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.28.233.106&SecurityKey=20251212080205&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=ZQ-A1-8.12.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=52a7e3ffd9da11f78e06cf67cb332fd6&ddCalcu=65d2vfaa27z3ea33bfcf7d69fdca6101ef87&sv=10004&ct=android
CCTV2,http://m.061899.xyz/mg/cctv2
CCTV2,http://111.221.137.155:44330/tsfile/live/0002_1.m3u8?key=txiptv
CCTV2,http://183.222.242.31:8088/hls/2/index.m3u8
CCTV2,http://yc.myds.me:35455/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV2,http://[2409:8087:1a15:10d1::38]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2%20%E8%B4%A2%E7%BB%8F
CCTV2,https://iptv.catvod.com/live.php?id=CCTV-2
CCTV2,https://live.catvod.com/live.php?id=cctv2&token=cb95f458e1b40f1491d8d64b48e3a4714a9b5e9a0933e4cb37044a6243284d91%3A1765502750%3ANTIuMTYxLjQ1LjIyOA%3D%3D
CCTV2,https://live.sxrtv.com/iptv/cctv2.flv
CCTV2,http://106.53.99.30/tv/20250717.php?id=0002
CCTV2,http://101.43.145.141:12002/gaoma/cctv2.m3u8
CCTV2,http://101.43.145.141:12002/itv/1000000001000023315.m3u8?cdn=ystenlive
CCTV2,http://101.43.145.141:12002/itv/6000000001000014161.m3u8?cdn=wasusyt
CCTV2,http://150.158.112.123/公众号~玉玉软件库/mg.php?id=cctv2
CCTV2,https://hls-gateway.vpstv.net/streams/476881.m3u8
CCTV2,http://223.10.81.146:8888/rtp/239.1.1.8:8008
CCTV2,http://144.255.32.94:8288/rtp/239.21.1.2:5002
CCTV2,http://124.64.223.204:8686/rtp/239.3.1.60:8084
CCTV2,http://115.171.216.39:4000/rtp/225.1.8.2:8084
CCTV2,http://114.253.56.249:4022/rtp/239.3.1.60:8084
CCTV2,http://223.10.164.178:8459/rtp/239.1.1.8:8008
CCTV2,http://183.220.107.138:4022/rtp/239.11.0.108:5140
CCTV2,http://111.199.0.19:4022/rtp/239.3.1.60:8084
CCTV2,http://144.255.32.94:8288/rtp/239.21.1.151:5002
CCTV2,https://stream1.freetv.fun/cctv2-51.m3u8
CCTV2,http://182.123.208.170:12345/rtp/225.1.4.74:1103
CCTV2,http://a.402089.xyz:4022/rtp/233.50.200.100:5140
CCTV2,http://112.6.239.227:8207/hls/2/index.m3u8
CCTV2,https://live.chinacert.cftest5.cn/mg/?id=631780532
CCTV2,http://1b6467f415.iok.la:9931/tsfile/live/1021_1.m3u8
CCTV2,https://tv.iill.top/migu/cctv2&token=074c3dfc2f95090e006ab15f0d86b1aaef70b389a934b096ad5e6674b5724d0d
CCTV2,https://piccpndali.v.myalicdn.com/audio/cctv2_2.m3u8
CCTV2,http://liveali-tpsdr.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8?wsSecret=763b6f36b8c9cc0562a9a0220290921b&wsTime=1760876425
CCTV2,http://cdn6.bkpcp.top/tl/tuiliu.php?id=cctv2
CCTV2,http://101.66.199.6:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://58.243.224.244:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://58.243.224.242:9901/tsfile/live/1000_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://120.76.248.139/live/bfgd/4200000061.m3u8
CCTV2,http://112.81.218.254:35455/gaoma/cctv2.m3u8
CCTV2,http://121.11.160.7:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://119.32.12.32:2901/udp/224.1.100.94:11111
CCTV2,http://101.66.199.246:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://113.140.12.230:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://125.82.168.238:8888/rtp/235.254.198.52:1484
CCTV2,http://60.223.224.176:8888/newlive/live/hls/3/live.m3u8
CCTV2,http://60.2.190.206:4000/udp/239.253.92.190:6065
CCTV2,http://221.226.51.220:50081/newlive/live/hls/2/live.m3u8
CCTV2,http://123.130.84.106:8154/tsfile/live/0002_1.m3u8
CCTV2,http://182.91.124.60:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://lt.hxtre.com:35455/gaoma/cctv2.m3u8
CCTV2,http://58.210.168.86:10800/newlive/live/hls/2/live.m3u8
CCTV2,http://42.48.105.224:9002/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://61.136.172.236:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,http://lt.hxtre.com:35455/itv/1000000001000012442.m3u8?cdn=ystenlive
CCTV2,http://124.93.18.238:9003//hls/2/index.m3u8
CCTV2,http://211.67.191.23/hls/cctv2hd/index.m3u8
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=1420&tk=a0c4f6cfaba3
CCTV2,http://36.32.174.67:60080/newlive/live/hls/2/live.m3u8
CCTV2,https://epg.pw/stream/f86540c126a751cc707e3805911549bd077fb5a7f0f53a824212d75addea3747.m3u8
CCTV2,http://116.128.243.121:85/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://www.douzhicloud.site:35455/gaoma/cctv2.m3u8
CCTV2,http://kkk.jjjj.jiduo.me/api.php?n=tttt&id=2777&tk=a0c4f6cfaba3
CCTV2,http://xiaoya.crccxw.top:35455/gaoma/cctv2.m3u8
CCTV2,https://www.freetv.top/migu/631780532.m3u8?migutoken=fdb912a07262c854e703c2057c3565990c9965f0abff700bdff272d95998605b0a600255d4748f616cf3d45931378e423f91c6f9f41f1cdac26d8383044629e3a176dcd5931b327500edb5dfd3
CCTV2,http://home.kuaidi521.com:35455/gaoma/cctv2.m3u8
CCTV2,http://227w9f5104.zicp.fun:35455/gaoma/cctv2.m3u8
CCTV2,http://huashetou.fun:35455/gaoma/cctv2.m3u8
CCTV2,http://183.57.248.86:8183/tsfile/live/0002_1.m3u8
CCTV2,http://183.10.180.134:202/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&down=1
CCTV2,http://111.29.9.33:6610/000000001000/1000000001000012442/index.m3u8?channel-id=bestzb&Contentid=1000000001000012442&livemode=1&stbId=3
CCTV2,rtsp://183.59.156.166/PLTV/88888888/224/3221229763/10000100000000060000000008839684_0.smil?rrsip=125.88.104.40
CCTV2,rtsp://183.59.156.166/PLTV/88888905/224/3221227316/10000100000000060000000001066428_0.smil?rrsip=125.88.104.40
CCTV2,http://112.89.121.23:80/PLTV/88888973/224/3221225767/10000100000000060000000000337109_0.smil/01.m3u8?fmt=ts2hls
CCTV2,http://112.89.121.22:80/PLTV/88888973/224/3221225738/10000100000000060000000000334543_0.smil/01.m3u8?fmt=ts2hls
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226178/index.m3u8
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226703/index.m3u8
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221226711/index.m3u8
CCTV2,http://hwottcdn.ln.chinamobile.com/PLTV/11/224/3221227206/index.m3u8
CCTV2,rtsp://10.15.250.13/PLTV/88888888/224/3221226584/10000100000000060000000000499223_0.smil
CCTV2,http://ott.mobaibox.com/PLTV/3/224/3221228094/index.m3u8
CCTV2,http://150.138.8.143/00/SNM/CHANNEL00000317/index.m3u8
CCTV2,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15111015505054435886.rsc/70018_Uni.sdp
CCTV2,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000001000000000099000000197684/main.m3u8?stbid=
CCTV2,http://tvgslb.hn.chinamobile.com:8089/180000001002/00000000000000020000000000182301/main.m3u8?stbid=
CCTV2,http://sc.rrs.169ol.com:80/PLTV/88888888/224/3221227477/index.m3u8
CCTV2,http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221236393/index.m3u8
CCTV2,http://k.061899.xyz/k.php?id=cctv2
CCTV2,http://j.s.bkpcp.top/jj/cctv2
CCTV2,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovLzIyMi44NS4xOTguOTI6ODAwMC9obHMvMi9pbmRleC5tM3U4
CCTV2,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000012442/index.m3u8?channel-id=ystenlive&Contentid=1000000001000012442&livemode=1&stbId=3
CCTV2,http://[2409:8087:5e08:25::4]:6610/000000001000/1000000001000023315/index.m3u8?channel-id=ystenlive&Contentid=1000000001000023315&livemode=1&stbId=3
CCTV2,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000005000031113/index.m3u8?channel-id=bestzb&Contentid=5000000005000031113&livemode=1&stbId=3
CCTV2,http://[2409:8087:5e08:25::4]:6610/000000001000/5000000011000031101/index.m3u8?channel-id=bestzb&Contentid=5000000011000031101&livemode=1&stbId=3
CCTV2,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226122/index.m3u8
CCTV2,http://[2409:8087:1a15:10d1::39]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226540/index.m3u8
CCTV2,http://nn.7x9d.cn/xzc2.php?ua=TW96aWxsYS81LjAgKFdpbmRvd3MgTlQgNi4xOyBXaW42NDsgeDY0KSBBcHBsZVdlYktpdC81MzcuMzYgKEtIVE1MLCBsaWtlIEdlY2tvKSBDaHJvbWUvMTA2LjAuMC4wIFNhZmFyaS81MzcuMzY=&hls=aHR0cDovL3R2dGouanh3bHR4LmNvbTo4MDAzL2NjdHYyLm0zdTg=
CCTV2,http://tvlist.top/jd/index.php?id=cctv2&qt=180.173.154.166:8008
CCTV2,https://tvlist.top/jd/index.php?id=cctv2&qt=119.39.68.2:8090
CCTV2,http://38.75.136.137:98/gslb/dsdqpub/cctv2hd.m3u8?auth=testpub
CCTV2,http://goo.bkpcp.top/mg/CCTV2
CCTV2,http://223.159.9.168:8099/tsfile/live/0002_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV2,http://58.58.111.222:808/hls/2/index.m3u8
CCTV2,http://106.52.196.79:80/TV/mui.php?id=cctv2
CCTV2,http://110.177.144.14:9003/hls/2/index.m3u8
CCTV2,http://58.62.235.86:10000/udp/239.253.43.17:5146
CCTV2,http://58.62.235.86:10000/udp/239.77.0.137:5146
CCTV2,http://www.lizhinas.top:1009/rtp/239.252.220.183:5140
CCTV2,http://www.yao87.com:4022/udp/239.76.253.152:9000
CCTV2,http://106.116.126.201:4022/rtp/239.254.200.158:6000
CCTV2,http://vl15191373.imwork.net:8880/udp/239.93.1.23:6000
CCTV2,http://110.80.17.38:9999/tsfile/live/0002_1.m3u8
CCTV2,http://121.37.185.74:18180/TV00000000000000000003@HHZT
CCTV2,http://114.95.208.163:8888/udp/239.45.3.208:5140
CCTV2,http://114.95.208.163:8888/udp/239.45.0.1:5140
CCTV2,http://home.kaijuns.cn:4000/rtp/239.121.4.155:8914
CCTV3,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV3,http://39.134.67.108/PLTV/88888888/224/3221225799/1.m3u8
CCTV3,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV3,https://stream1.freetv.fun/eb74d7931bbd9db14cc302d82d5b9eeb97821b91f8ed4979791d1829de946b11.m3u8
CCTV3,https://stream1.freetv.fun/fe140cbb4d3d3c13ac8de02fb84b4c282224e204d87c1f79aa8e7ff2c6870397.m3u8
CCTV3,https://stream1.freetv.fun/44cca69be0608a658ece734b92ece61bd0aea56c9970dc3cf2e2d866df4fa541.m3u8
CCTV3,https://tv.iill.top/x/cctv3
CCTV3,https://stream1.freetv.fun/b670e71aa7496c31573fb6634748c2aa292b1dfa63656d10f2bbdb33b49a23fd.m3u8
CCTV3,https://stream1.freetv.fun/f272e65922b98786560c74338983ab71bed1923b05388589c543c8d0b6e1be3c.m3u8
CCTV3,https://stream1.freetv.fun/fab80767c7639787d5cc1aaa550702708ce601db5d7ec8a3234c35cc6b8653b5.m3u8
